ideal_durations,budget_levl,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,best_months,city,city_photo,short_description
"[""Shorttrip""]",1,1,0,1,0,0,1,1,1,1,"04, 05, 09","Meknes, Morocco",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHrTSBsH7cBRIYqAWU1RuqtfRYc2v0Zy2y1xyNo7Y-UJod_NT5jIWu8mC2oyZn9rEXJZq4zrfScQXZTcg-DAuxlSlGf_5mz_UH9hjXB9wWvgmRDaD95Q3KqHwG38BUsvHvbKheezswPtmWE3YkjrQTRI-2Uqb9hQ7_CRFAlbhproMjb2ctvTZzNm4MorhQp8-4bstw8Upa-A5q684vSoqAB7MEoinPaRVe939ubXaIL04V9LL1xLROdWdFlZYhavjpIZQlaAdpwK2jczmDEMARf1a019iVaQfEmXqBqymzz6dhLSXXkQvCamECt_84NbdMgmSQQ7eRwqzviCwj3WzcEerod-FPFjIU4AlaJaBZS3o1-zkQZOikximRGZxvsVRy9dRlqiBVhVfFOK8jg9cKJlJo_b_kQjLi1HqwDf39v-i0QhUA_MMNOANEjyCN8Z9EtJ9UTP-9h20BrpjQUY5xsuE_Ie4SEWBAWPmmVOwcANCeEiEnJqQ7KdPRnbIa42GytMl-SNtZq1krzd8OpRkZYP1cVZvHt1yK3Y8AK-6192pSNV0axrWFuibANmfy2xeprozvgL&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,Winding streets filled with the scent of spices and the sound of lively markets create a captivating and intimate experience.
"[""Shorttrip""]",2,1,1,1,1,1,1,1,1,0,"09, 10, 11","Gold Coast, Australia",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHpbiI32tzW2SR1ERX6gdo3aU78IhMtucCw1nXOjdgckx3Q1Iblf4V7fgJhopjUFvRMNJU4xsHFqeHrr4vkNeiLoMJ0F3dWsjlMca5n8d0ODIU6gByFACjZqUL7PQ3fQwSfwPTmNniaVfNmUYrphPi-kDwPr8aMQ60SmNpKNdTO8JRAp5ffLQr642v2MmtFMbSGBZr2-Kv-9xgmmbUU1BOptwJPEpcGvMaQxDigNtITv1NrRwYFv6iHbzIOmpfK2AqPCEi4LCLEU-aWc5fB-F7OLrfWy0RA0rPBbLbYkFFtkYw__SkIYFjNDwRY55M4NaRaGhzE2MLKv6wJ3DnGm4FYMmlXcxTsBPNW46zfvL_B5NQeeX3NcJKAsO2V4nbAAaxdiVEGVmYEuDrLdWHgVDXiUbIUjQFBI3RSpVZ0-yPHYHkTYu3OUEq35Q13HOiq_rb1MBt83StxujOzV__mYWew3UCP1R-1G0hC0TxUJeQE6gNl9vhKEb-lD9UwM4hUhK1d54b-JPuKHBcGFjmYuC_Vqc7BC7kWaJmaQzbH8ACL-hl4oUEkl4Vbf5wTe4ki9yAOuBu4P&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Endless beaches and vibrant nightlife create a lively yet laid-back vibe, with surfers and sun-seekers enjoying the warm, golden sands."
"[""Shorttrip""]",2,1,1,1,1,0,1,1,0,1,"07, 08, 09","Rarotonga, Cook Islands",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHp2LAHKxDcAYHPGxkcQYE_1HoEGUzd62A2rg8Yetn_A541jq7YMPwQH178LOWCHcV1qJQFp0Jezc8U8gu_Dp9hUQD3uvS_buMLqkeLNtGinA6YE_pq0qoXjpKtMvU5Mgmj7h8NcHEmvNeQ9GKD5PkLYqiJTlUnFbbLk8SMH89z3EQjig9caj5vAQ7m4mzq--MeQEncQyLVsxTGQusIkvL_UwPwPcSDSbQgduU_UM-37mAGn50yRjPYUXiqM9pYpUPDXF6j2MuBFMNFlpn8b7933GDZHb5GndYe8_1-efoQ8VpbQi5Q&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Lush green mountains meet crystal-clear lagoons, offering a tranquil escape where the gentle rhythm of island life captivates your senses."
"[""Longtrip""]",3,0,0,1,1,0,0,0,0,1,"05, 06, 07","Funafuti, Tuvalu",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHo6LhRVhJl04w-CjUv2UszKu4_gq84U6K51ZZxlZq6UerXrracX-XMsmwuyutkhDJgRS1abs7DYm77SAIMxyooVHVEBo29PWspLi25b7qiMmpgXvFgMM2aY-86YEPll3W9ocgq-PEBzB4yNRsZs1s5bTn1STZ145LU4EH2VGpqB0agbudfusAJsGgS20PY2h086kz2VhnPGYCugcjeeggwostGUQpIUtYsgitIh8dIddaS-BQlecbBnKoEP2ZgYUS4_3WSY98yn-qK_yUuiPZ4XRkx-QA89CKAOt5NJQzrs7IphZ2d0oJh7agboI_mPtMQRuwD-ZCiUuD0PhJW4X2JpOpA4K369Lf3USehCvqzNsN_gICV2L-1KImTTmgA1-HZIM68OBdDwpoR3uZteDjvufPTueuKKE07_FVDiNXRzS4YtcdlkIuKHHfob29oHglcYRakRfDPwvBxTHIMHWxWyOx5Ezi_M96P0QrawTIgs5bre3YBgLl6aU6UT0OVR9_XY2sCkfXWzIkqcxmQejEf7m6YYle-SaS4jrGjjh4OW4mWPCeMGsiorGGelmEMO6ry3kQ&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Gentle sea breezes, vibrant sunsets, and the rhythmic sound of waves create a serene backdrop for a truly tranquil escape."
"[""Shorttrip""]",2,1,1,1,1,1,1,1,1,0,"12, 01, 02","Playa del Carmen, Mexico",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHoug4e5WonOBcqt0l7X2ygbJGl8gik_5JD4yDWgnjaSizAnJxxwE-mWUo_WVxZZZMZBK0Z5L6LpXO_iBgrld-PLyzeMRXXiOqLMjRkBjA6AyCfnqSnJl6E3EsTkQrFcCjlgDe9PYFEPFZravd928hYnIRkQgWWTKOZID4t5gOm4vUV85txMhj4gWglU5HiaUhHsmHxt3W1Zy3_xOexjSAzYgmwv0pU7_ATUBGmy0BtB4COpJSm2Za7tWM5h09-TthM04C4R6ArD8Pz56oyXTKgXJ13nCQADrrzZIzxAFHom_C8LsU9dIDs1Lj8KKgHGbTSjYTCUX9PilLu2z7a2yuKXaP8a1sjtHWsEH4dP7Zhgl01UAYbmJXpAWfQV2fW9CiO-rEg_d9VOsoOJOT0xDbRRcsCWc_zsMru8NHE_Y6UqEqmzgE70_GuMpSlK-z9Ne70zbgTM3txJEzLcz8tVSDdMrTflB8W4N5N1DdId3JgQjLpueVvjat3HBT8KG1NUCVVEwAsTGBAW9VHemkDgy0JFwV8p8PSzB0kxQI3KosI8ekexCU3pNsp99Lw_LL-hlXtrfQ&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Sun-drenched beaches, vibrant nightlife, and a laid-back vibe create an inviting atmosphere perfect for both adventure and relaxation."
"[""Shorttrip""]",2,1,1,1,1,1,1,1,1,1,"03, 04, 10","Sharm El Sheikh, Egypt",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHpGkEZZTvw8sqh-JJS7TkuHR5VSuddjsb9FwUP7q5DP5T6NaM1ghdM_9mdvEFpQcRc8HGoUm3KCQiHOo6rzR2HkriavlhUvzMeiwsNOSnWStJIUz3DZjtuJ3Tvo0Q3NEqLtK2i8QstRQN5Qs7AmcTu01hV5O5FyYmugL8B1qlSmnRu1lL3uT1rZv6d9vLNG0fY71F48OT_-66tePFnm-kY2GHpBaROEuHdzhH_PMo1L4t5e8ckRLHQCVCVRxGv2WMP1FqkPZ5Fumd0QHM-OkpPC_qJAgYIOqTCwT_n2YtsIhmucPfw3J2c83QtDSLbrEmW7leeP_jb40l-B1ERxlSDG_5U7QpB03dKeerJNOmKfDM8sv--ZjGJ1H6XsHhPnKU6CMx31TxJgUiPofh2S7Xo5KR4T6KXwiffBiGBOvxZfu39iSM6Krx3U6hHUgmEFmuRdHKfbs2jhu7uTeoMaineUFM2ujjyeYwoLGm3PO02T_6KrxSSpdzgdXLrWZreg-QAO0yr8Sf3qHt2DnT6NaKDTUg5insHYIgwQ0lAoNIaEeRO4jQM1wk1ShYskK6wHSRqTYw&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,Crystal-clear waters and vibrant coral reefs invite you to explore a world of underwater wonders while sun-drenched beaches promise pure relaxation.
"[""Shorttrip""]",3,1,1,1,0,0,0,1,0,1,"05, 06, 07","Ayers Rock, Australia",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHq5Ogt4pGRXGLPl6cNWB7KyJm8Fs1lBDyts4MPlvfsV3v37lAfo59wGJxp-2yXPG5oA_6sSFmSKpQ_C-e7_ISUSHor6G_uEkSblBXYydMN9CDv7dJG-wOafPGID7SjEIe0vWyvmpQlbPGAbAmTkLhjrCo4h_FzPSz8O3_a4B_-XRYKW97x0NgXxENb7BdoKi0dSgd3AigtzSV2gAcX5XgLeHZQcCKv5cT93BhD39qST0zmxQoP7qWE7uGFCOY_zLtTMkVaiE72RRB_geK0_Gm6XICvDbW2qH4p0US-oUwIZ29Z3y99TLgbiQ7u6be1-n8Zpu1NxIEXMmCpUvf8Z271h4nfABEaSifCsDbbCxKoW6DctxBjpNqUulvXx8TRSl41DtcObvrkVTtrRgBjKf-LWivpRf5kYVUbgJ7KedXvvUEFCkkkb6mJ1VDLwB6gfuHN-Ri-cdoB5ZZMSVL1gFXezqHOdOWtOSjRK-d97yAMIJJ6ey5yFGmtbR25ZCaKzQc0D0Mybo4tcZz6KgnUiI3A2GkdMersXs0ucqzC45N4jvzt-nrB1eDLPmdIxDvHcnRomMeJn&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"The vast, red desert landscape offers a profound sense of solitude, with breathtaking sunsets and the spiritual aura of ancient rock formations."
"[""Shorttrip""]",3,1,1,1,1,0,1,1,0,1,"06, 07, 08","Moorea, French Polynesia",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHrh6hKDY49Eg2ZLDpY7Zfb4gXRrxmjZ_rypIhErmJuFnetx1jPL3qmWGL7zPCWAaapVQGqMW7GXFjCn1UDUEIgU9jV-GQvLwEt25uQ2wOYrLsfo0PZ-0tmc9BzzqhLpbwXVncxPvT56dW7CvYEgdr6NvQO-hCSdP4LRIt5BbZ1iAVVIGNKqOpoMRSqhnJQL0j9cVk-ZVNz7AaIfh9da2fMUVuidSnFmHGrEwFaowClvLTSTPU05j8Nwo4a2VQMR_0vyDCDIg8Y_GW0H0vu575omFXZxQ4UlP1AwX59zS5bpeZH9lf2UwuWjroN9VIpR1ug2wnynco2Q-Il6BnlJTtgGaWhpQ2dljL7LE64p0EpGzhn1I-KBL1INXzqYPqO3kNGOOj8C4bODt5I5qTeka-8bk1iwtG9cPex0UViZ8AjUnE7Cxb_B26j5ZfRLs3NtxsKy_LctlWREK1T-6gl3HNx4woMzKbycTgXbTauB74f0ycVusb15jQwMFu7uv7xvpgbWTe4aaVSSPGDEBqjkQoEmvrZLzcMXYSdEgYNYO04OZWijBt3T6ZKUowUJKKf624oqy4aorUtM4A&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Lush green mountains meet turquoise lagoons, creating a serene paradise where gentle ocean breezes and vibrant coral reefs invite endless exploration."
"[""Shorttrip""]",2,1,1,1,0,1,1,1,1,1,"06, 07, 08","Salzburg, Austria",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHq7-IKaKD5o0S8A2yethwnqjznIZqBW4pKNVoTpkICy-_f1o7f6uaUmJjimzgR2x7kt4gdF3BPFIGsCymMdcrDIrc3_QgFMavODFINA4V8P5mUO_k7HV6emGkOvwNTzWKokwRfM8bE2dKxUgzQLmpHiY2LLk-bytkK4ssfy1R-N_J6H6F3LDv4QNsxmeNBhzqsGrwk0ByE99Jcc50z8XVxr6VNeMNS1vmB0XcMJPd6A-MSC9233q1W8ahYDCRx68A7-6Fvd8hENyCQp8bebAwIg2nbKf4Zdrea0Grq7OkLKb6zvCkxauG3b9eioRdKcXjOB8FC2Yywa2IXXyjmJDuPpIkAqKR-oBBTewkePJjJn0KzL4c65ysx5fGpS3cVU1I3n-aNzk8yJmRZ8pmqBSAtXxB0B63y-lLJ55Nlx_WsboMrhFGWFiC-9K7eFEknVJhGx9Sv0F0pyiv7Q4BGSc_BvkNXvGhuovaoO28v2wpOwCcXoF_1D8ioxB40-kJ0xG1pnhp4c-waMH6-O0yuUfVvNNQLDveZIVbeiKiyiFulM5nF7u7EUOYNe3VSVm9cKlBitV2db&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Charming cobblestone streets lead to stunning baroque architecture and cozy coffeehouses, creating a warm, inviting atmosphere that's both historic and lively."
"[""Shorttrip""]",2,1,0,1,0,1,1,1,1,0,"05, 06, 09","Turin, Italy",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHr3LgtQEuOrRovYmqan-Bp6B5Wgx1trkJXm2y0gP49Qm7q-bX3udL-Os6d2gVwkiRs3A0g3zP3tP2n_90QzVn9-5lmp-Q4sXwH7IdI7R8lp-2xtBGWGAspsOXRPppWax5bKyomrW-FOJZ2zhvjoDC8y4cHBKLFrhY3GZliFmM_1_iRzW8EioZE74mtA7pj_C0G7OmR7OXUmbIWG8cNblD7cZSzjMIKZ0Sjt0ws8CejGlwMJ5NijBD_exhHA8UeUPSrSSrqX6lDe5Qwy9YsXVVmTjkNhjT-czOukdWj1AIKtifWzH7BJqUUBMT7sJh-Ex_pqJRPN9CXs0SdvtSY8PWz-ZmxKsS-4bWokdyB1uLQaoTGkivmTWNWhxwvpayjoCGG9GRVGW5gORazn6ojqEhZcvloCMa0PrVv5zuqaiNKTFHvMbnF0T0Guj_nZsUCdCOXMNBQsvGbirxU9WWkdUyKWn_j3MEkWP0e1uEIrudoG5pn3rmTATcHYWoxpZsEfcTnXZJtzwgu0bo7rgm2T9pvf35VJVdFaDL5l3LyOITNXJsIVKA5uxVD5NJ358BqCZoqmh7Xb&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Strolling through elegant piazzas and baroque architecture, you'll feel the city's rich history and vibrant cultural scene come alive around you."
"[""Shorttrip""]",3,1,1,1,0,1,1,1,1,1,"06, 07, 08","Lugano, Switzerland",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHqIMYnwOkPDoFTbyz1P5FoGUvFIzcPhlHJlH7YtpdGgRW41-2T16u13G7YcsrO8d8iQ3jizMe_3S5kpWy5qIPbJGOlFPA42_r5GPRPgPBBoVbiwHhzKv10-KvxkppnwirOHPF3U7p909fPRwHUm25rk8YvcweHXzeegyrFnCs5yTmpiwmwbYkdMA8JJH16JpF9vLqbuIKB8QOG1GihwPdiPMjb5FaR8G8z7qa8SQtzB2rM1LCtmFJSo5qjeCqgjJQQdjKcxgLC_hF_ki4BNQlJILEj9enNHvzCE24EumdSOHr4OI732e7lZ3A4aDAJXa_3ZWSeZlrKAqcXjZnWRaVY0gnsrZ2GLiQFkdKejvkcKNXzXbKgTkYx_NMVs_24u0JWYq-5c51ms0e2F6fC8gO_HyMriWDVsGLWRSzDiBmLJShJLaalPdbX0WASNFIULaBfmry7P5RuQGIEdbcc9gLSQYG29M8O9JefztllC6FhqKCwmVig0ws2g2HRRh4FPl_KROYbkAPBK--NjNnjhupZDNpZUfFq3h6bPBSsQ3bfKE8RYeu_bbuGD8XZnM9zboPkk_DoAPqPz-w&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Nestled by a serene lake and surrounded by lush mountains, this charming spot offers a delightful blend of Swiss and Italian cultures."
"[""Shorttrip""]",2,1,1,1,1,1,1,1,1,1,"11, 12, 01","Goa, India",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHp0YluY8BbxpMFPW-MAQbH_NKncYN-gLvVa826fqNoA74eruC-18PZ0DA3dmNKstbJLbMMcTH8qC0L26DviYrSqmH_r7CTSs_uJpg-ItB-PXJy5ldK_zG9h--6neWUu2jOXvtMw5kXLTyQrz24sWas4XOWVF0kVOHtKvnE9ZH9zTguuTG5eRi68ObJU3LMDO0BvnZMLjHV-SvCedc3n642zW5gXSWucYfIhvBTYEcTVLkfk1L-u0KFKu9213qQo9N_LgHo9FUyjCsHEdA0eBZQImfwRa8FegF-X_Cw8wuo3vAu3uM-TPyBkESAr6l0m1YCF_4uyVKA0C0fzIhnZzKNAyXllQLG_c84zQ8O23xuyJW2oNVsd4vU8YaYI3D_N1KjMKZl1QtFnz2P3e3B8Eewb_20s-s36ZJF5JIwmX2bMNgaIb5ONrHV-2iLT03PIgu8tuGCZqO5a5LeFYjqvCAO5LuVi5d3kk2S6-fPzNsiMySmaGpQWy3MMgNkJWQ4OnE-9uL1yhbrTYsq2jxE8oJzFFs5IKSIG3Pca043iZVcfeYjs-j9DTI6vOpme_xU7Ymw7-WNIg6NPpQ&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Golden beaches stretch endlessly alongside vibrant markets and aromatic spice-scented air, offering a perfect blend of relaxation and lively culture."
"[""Shorttrip""]",2,1,1,1,0,0,1,1,1,1,"09, 10, 11","Islamabad, Pakistan",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHpaHFzeksunbZEZO5M_IrCx4h0FioMhW2GAgOgQmi0ihxlCK-CWamWIebNKBXIiGZSfL2cTOhapLv-eMqOpgkGDmEI-W65Mq4VsSbXQl67hnWxTy2_-Ljpg_cTLhMXSGzsTY2TxuUbGF0Gauo_wUFKgY53fjSnSS1qXfEYbNi8OfE7I3iMCbI3Ci8Vt5jXoUOBCyEgJ6WQjv-LtaSO8ccNkXToeGm9PO-XYmn2bn0TANNxaySS2fndVlTkMhO4iFZ1xbs8l4nMSxtVz9hUOc8kNm3_Qj2HZq747CZdTdih4V4cxOXYgq68CG_AY6IveWb9m3ePQB4JXwO2iHtl9IEZwpDwH936zxs1RMugSP9nyB8IkAe0arGREP2qtNTXQU-OlozLrjvt_X2MFSQKYal88NXAtaYcErUlW9CVHUtFkqSqdCrybctamLlm-BvvR1EzuizbUKseHws4KIU-_ZjQ8Vu1d7pMJihRjWLE7V3jF8sdS5MUbFqWkXcutoCQlj6ZaImdPDE8vYtbL_F43eiQDuTR2hTNtaDmBkY_pT9kdekdJHyVk6rKRq-zo4yPXvlqo-A&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Serene tree-lined streets, vibrant markets, and stunning views of the Margalla Hills offer a peaceful yet dynamic experience."
"[""Shorttrip""]",2,1,1,1,1,1,1,1,1,0,"08, 09, 10","Fortaleza, Brazil",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHriMIlqFn5wHLPu9gmkspdG_FzZO4RhZySRHJAgTXHMv8rBpYQGMYvW0vPSEfTrAMjhLNT_1drewFp2uKwmstqxj93bcSXJEXzuXPuTqCwJwDn2aZDQJx1yl-Iw2gTu5oY8f8e8YwY7D7p5JPB4VOfTq2N4B6mWfYPSynNXr0CZ5hgkERdiwAUg2Czw1pG_0s5zpvX83guXzLLHgXN7XGBaJV9Na9Y7wz7vP3aG8j1gUjw_UiU9xtxn97VICSNPOPWmUbLf19DZU74cnepRoSnJFHhk93_8e8ZSxUcLXxKPcMnid3bEUX449ahm3Omc0foTOEmkbYklaPCke0jLB3-IglZlAyScQHIcYCffaZxIHTXxyY6mRT1gCZxAMbjr7Lo3VgcnKHStab0RMVOHy1bAT_IySoXnJd5ellVUwakxNpZztY363ASbIGHzOOxye2w-alu_8S8ZaE9jgJ3i1MB9DiecszS9S6Pqlpn9-vMgCzGmGmJthjOdH6cPlENUBLp-0sAilis5kTDIfB6HE2nB93cpejdNPrISwMs6EUkbSNnXfDfjLsogngTx9f0IEf0sDMpg&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Golden beaches with rolling waves, bustling markets, and vibrant nightlife create an energetic blend of relaxation and excitement."
"[""Shorttrip""]",2,1,1,1,1,0,1,0,1,1,"12, 01, 02","Antofagasta, Chile",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHrD8FXA5ELZ9eCZtb8Pt82l04AipJKLfgiaLr8FbnxgZ12wOyfV6URUPR_zLAP9xWRrcaNN0Sf9HWn6jZhTjbV7fQQFZ_ZVXbEi_xZIWgwVabYFf7L5EMWQ7wrdXw9xAzjf71APbLh_Cs_dSACRkbM37XTAQnO2ip3aGbo9v43p_ZyCHZ_RCLFVZt6mweUHtbvPIQDj2_THsQtAJM-sAu36_9f-N79tuYC9rxmWVjfZTyoYY1B6wi_Uy96JcEszrBxsgFS-oImS8Yk7DOUfkqdHRVBtSMjDBpTCvQaV832IMtKf5-qWiwX646AFiPwHHNw56BtO2OWanGiddOMbPJ-xQ5l6IwGyxnTWO_w7lXEWdAsay-3YtfqHNSTf6V3nPSFP1D2S05hYZQ_XHwBC98xo5JXXL-LpxY-rZSVyzRceDXkQ8KoD2aAfOf_kUai5y2CuoIZPPSTdvCWDkibJLL2nLKsn08-lRarUZVRHYcGJ825vT5kNZ7txE_YbxJob48_VU0ogHgtGiFfTvB0jlIP6JKO6RJiy-9FEbXiHtkcotrYPquvHEJTC5d9ZA9POnF0S9W3vw-sm1g&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"A coastal city where the desert meets the sea, offering dramatic landscapes, vibrant sunsets, and a unique blend of tranquility and adventure."
"[""Shorttrip""]",2,1,1,1,0,1,1,1,1,1,"12, 01, 02","Bariloche, Argentina",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHrMxYgZK3jaw3Xlmg7D0ZeKhvVrW-VR1YxQdIdSoUuQOXiKNGx5vjuCP8lNZuZqtAorCBQqnW7c6kV8FqSavkvPIN9gv0um2RYS6ufA9zonSOak1oSSfbNySanH3Y8BAvkBsf5ctc8uFkWAU5uOhLRCazcZ3qcNVAIoQe86bXpCXZNa9JtlyOsNlT3LKSKf2qkySpTIGN-eYETcDCjc1TXDTmX6ybCEaFFkL1_YyijYsDMTGx0iVt4WUFBFYcxCsfieKtbYYTBpkKSWkkNQE63cfXea4cdddbQFF1rIhC_2yt0XxYZTOpc4Dqu7p37SrXKAnI2XPWHbbHZhM3md9E4KSELr4g1DKWF2VUaW7Rwm_NG2ju-9CnOitDUGZpjsn8CHdP9ix605YYMX-heEwla3SKpkTqNOSkthCC3vdYDLlHSFhj1-HGet8tlKUAJnerG27yIqMqev7sRg4tBr29ZEiX8FwXE_lUrV6uD9RzYUpk9mqvFZ6UmGN62GkEV_RVotkEhS41BxnvZaebkYB6Aojb7iouqKCb4xcHsP9gJ-Kt7YDAsNiUg7VhTOrMqSEO-gkppAAiJuHw&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,Lakeside vistas and snow-capped mountains create a serene backdrop for outdoor adventures and cozy evenings in charming alpine-style lodges.
"[""Shorttrip""]",2,1,1,1,0,1,1,1,1,1,"06, 07, 08","Quebec City, Canada",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHq8eEZm-kP_DUpGiJ6xNKxfCjyYJNuLofR6hKfaomNu1WR9j_TFbzO_hOXq874MgPklq5pwmjFN1boi382MqQ8dt22GMLbU6_G2Ki5awbiAtsM5xlhwCQv1ds2w2WJSZFVVlgkT0R55_Od0T3zhHReVjRd9jGrKnJOt6YuzKIn3uV0sV6lPtRoBy65ZAveAses5fdbBCwXgoj10rhgSnsUvnK4jLmuZhp6wuwtPda1gbare6apFXUtYVAGkkm4a-7fz2woWFlpo_fxecY3Wa_MvTVSA_CywJKrtu5zmuQeYFA77Ys0&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Cobblestone streets and historic architecture create a charming old-world atmosphere, with lively festivals and cozy bistros offering a warm, inviting experience."
"[""Shorttrip""]",2,0,1,1,0,0,0,1,0,1,"04, 05, 09","Zion National Park, United States",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHqhFqe0EfKqkpHepZte707sv8w-RObikjsbRHZ45cr59nssynad6jQVjtNK9CPG5DGAmcbyuMeWjBTatsX0DXoY1ZJzCw026h_wWHoyHlzWu3htS1gYKjggIBCpRrMCZiSUWWXCjM-Sas5lN59i9o9AkrRnpjbpp1PCF6PkOzXT4gFW6OT-H5cmAbjY1alvmGM9tgfeu_8w08Sukgmq9OLLdFn7DgY6x2WvPPHVa8djYrOJ9KCjLHlhCqj9z797BTGWkla-yytiverp6rk9_ErTafHdqxOKQys07Xky3d1arijzz8Psp-rZNtC8m8fF8vbCzuaX8Bi6b7iA2J1Lr4UnH_EAS85Uobtm4n9FFgn7ShH78xekyuz-uhsL0quqh-ekY43WiN7R29NWvANk6KXkXj-1v5DuN6rE2mWN93kzX7eernA7NA1kVRn_Aty8Lv9821_PfbzcMe4RtWTtlFD1EGnOSnd2JDMrtsSsCOm56V-1dDkuOD6iWZ5RTxmHdSFKW6s6hPeJEQ5uN0shNFJrGi5o5YOk19h_6HUvktQQpIluK-BvOoxbwVpiIajVNPcag1OI&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Towering red rock cliffs and serene hiking trails offer a breathtaking escape into nature, where every turn reveals a stunning new vista."
"[""Shorttrip""]",2,1,1,1,1,0,1,1,0,1,"05, 06, 07","Espiritu Santo, Vanuatu",https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AZLasHp5xEqdCy_EOfmQpRJmY-aGbBGIsW-KNuDewxsTccF3BQCbg-cGME3jr2b_eeyvdL0PquYrCPXA3Tr450gegfnE8HXNkT-140Ph9VJbRDH8Ic7EI8NQDLyJfBQYQbVVkCC-DO0dRcxSa_88NScwX2LPqCJvWtS_0QgZiXJ3E19N4AZ2LOZcAd0L0HElMvDHtlNSg21QGb0AGFrIr52gEr__tQCwcBR9yBZAOEL1YiK6R9iVTKQWiJEHOOkWlv5oEBa71C4QxRprSAc0HXbzMPrwITipw0RjIEIr8UR5cUVub0UAf_AUfk8QZFtiqcgNLMZGR3O__ZtXw1MVxiCXuQHHOYXOKH-N1Mcknp3FAAV63vXDVuqu6i0ve7acrrjpcEucDeF6MrL3vbHbGs30UuCEWAHENQhV-Kd1gknxdrw1hYGZFLOOePMblCg0Woc7pTjvJXTxTZEBZgW2tmB-brpbLykANcoo2axSD6en7r7UX6qP82d0Sm14LIemzATkZq_5pXLBXkw_BBxCdcyuvguG8F275GFMgk88qvnHSCQa8vAg4Dq9F-QUbV7Klhy4uZadrw2T&key=AIzaSyD_7BLKnsQVpu3qP-U3UJYD9otw4lGEnEo,"Lush rainforests, crystal-clear waters, and vibrant coral reefs create an idyllic setting for adventure and relaxation on this tropical island."
